id,data_visita,idade,genero,tipo_inscricao,tipo_treino,tempo_treino_minutos,calorias_queimadas,horario_check_in,status_presenca,periodo_check_in
615,2024-11-19,56,Masculino,Anual,Treino de força,98,895,18:04:00,Ausente,Noite
616,2024-11-26,32,Feminino,Anual,Cardio,51,457,07:29:00,Ausente,Manhã
617,2024-06-21,64,Feminino,Trimestral,Yoga,27,219,06:20:00,Ausente,Manhã
618,2024-05-07,26,Feminino,Mensal,HIIT,81,571,22:45:00,Ausente,Noite
619,2024-05-29,57,Outro,Trimestral,Yoga,118,664,18:12:00,Presente,Noite
620,2024-12-14,25,Feminino,Trimestral,Treino de força,118,1130,21:12:00,Ausente,Noite
621,2024-07-26,25,Masculino,Mensal,CrossFit,93,599,19:46:00,Ausente,Noite
622,2024-05-06,63,Masculino,Anual,CrossFit,116,956,07:41:00,Ausente,Manhã
623,2024-09-24,29,Feminino,Mensal,Treino de força,37,220,14:03:00,Ausente,Tarde
624,2024-08-21,63,Feminino,Mensal,CrossFit,64,349,05:00:00,Presente,Manhã
625,2024-10-22,34,Outro,Mensal,Yoga,120,948,16:57:00,Ausente,Tarde
626,2024-02-18,46,Masculino,Trimestral,Treino de força,87,516,19:32:00,Presente,Noite
627,2024-12-07,47,Outro,Mensal,CrossFit,52,444,08:19:00,Ausente,Manhã
628,2024-10-20,44,Masculino,Mensal,Yoga,36,312,20:48:00,Ausente,Noite
629,2024-12-29,39,Outro,Trimestral,Treino de força,63,364,09:12:00,Presente,Manhã
630,2024-04-14,21,Feminino,Trimestral,Treino de força,89,840,14:30:00,Ausente,Tarde
631,2024-07-05,37,Outro,Mensal,CrossFit,91,908,12:52:00,Ausente,Tarde
632,2024-11-21,56,Masculino,Anual,Yoga,100,640,22:28:00,Presente,Noite
633,2024-11-03,61,Masculino,Anual,HIIT,21,196,14:25:00,Ausente,Tarde
634,2024-01-18,54,Outro,Trimestral,CrossFit,63,546,14:12:00,Presente,Tarde
635,2024-03-25,49,Masculino,Anual,CrossFit,73,427,15:55:00,Ausente,Tarde
636,2024-09-02,40,Masculino,Mensal,Treino de força,71,588,08:52:00,Presente,Manhã
637,2024-06-07,32,Feminino,Mensal,HIIT,83,599,16:42:00,Presente,Tarde
638,2024-02-25,26,Masculino,Trimestral,CrossFit,120,1184,06:09:00,Ausente,Manhã
639,2024-02-19,29,Masculino,Trimestral,Treino de força,41,370,07:27:00,Ausente,Manhã
640,2024-03-27,33,Outro,Anual,Cardio,32,224,09:51:00,Ausente,Manhã
641,2024-10-25,59,Outro,Trimestral,Treino de força,43,422,18:03:00,Ausente,Noite
642,2024-12-17,54,Outro,Trimestral,Treino de força,105,1028,09:40:00,Presente,Manhã
643,2024-11-02,31,Feminino,Trimestral,Treino de força,36,216,10:28:00,Ausente,Manhã
644,2024-05-17,59,Outro,Mensal,HIIT,67,521,05:17:00,Presente,Manhã
645,2024-12-06,50,Masculino,Anual,HIIT,55,443,07:46:00,Presente,Manhã
646,2024-09-27,24,Feminino,Trimestral,HIIT,118,595,16:07:00,Presente,Tarde
647,2024-08-21,48,Masculino,Mensal,Yoga,88,690,13:00:00,Presente,Tarde
648,2024-12-28,22,Masculino,Anual,CrossFit,31,266,17:42:00,Presente,Tarde
649,2024-07-18,51,Outro,Anual,Yoga,110,937,22:58:00,Presente,Noite
650,2024-12-23,31,Outro,Trimestral,Cardio,77,665,21:20:00,Presente,Noite
651,2024-06-17,34,Masculino,Mensal,Yoga,38,274,12:42:00,Ausente,Tarde
652,2024-02-19,23,Feminino,Trimestral,HIIT,105,724,17:09:00,Ausente,Tarde
653,2024-11-27,38,Outro,Anual,HIIT,36,233,14:39:00,Ausente,Tarde
654,2024-08-22,43,Masculino,Trimestral,CrossFit,56,306,12:09:00,Presente,Tarde
655,2024-12-05,19,Feminino,Trimestral,Yoga,61,419,16:03:00,Ausente,Tarde
656,2024-12-29,34,Feminino,Mensal,Cardio,95,673,19:41:00,Presente,Noite
657,2024-11-24,32,Outro,Trimestral,Yoga,89,466,17:24:00,Presente,Tarde
658,2024-11-21,47,Outro,Trimestral,Cardio,44,319,18:32:00,Ausente,Noite
659,2024-11-15,48,Feminino,Trimestral,Yoga,84,477,20:16:00,Ausente,Noite
660,2024-11-18,21,Masculino,Anual,Treino de força,88,867,16:18:00,Ausente,Tarde
661,2024-11-14,59,Outro,Mensal,Treino de força,69,456,19:16:00,Presente,Noite
662,2024-03-02,35,Feminino,Mensal,Cardio,29,251,06:27:00,Presente,Manhã
663,2024-01-24,49,Masculino,Trimestral,Treino de força,77,736,05:57:00,Ausente,Manhã
664,2024-10-21,27,Feminino,Trimestral,Cardio,62,335,06:39:00,Presente,Manhã
665,2024-08-25,54,Masculino,Mensal,HIIT,98,620,15:45:00,Ausente,Tarde
666,2024-12-20,40,Outro,Mensal,Cardio,88,712,09:16:00,Presente,Manhã
667,2024-09-21,21,Masculino,Mensal,HIIT,31,272,17:56:00,Ausente,Tarde
668,2024-04-09,44,Feminino,Anual,Yoga,74,499,13:33:00,Ausente,Tarde
669,2024-04-22,48,Feminino,Trimestral,Treino de força,29,153,19:00:00,Ausente,Noite
670,2024-06-04,65,Masculino,Trimestral,HIIT,68,395,05:47:00,Ausente,Manhã
671,2024-01-17,27,Masculino,Anual,Yoga,68,676,08:10:00,Presente,Manhã
672,2024-08-30,38,Masculino,Mensal,Treino de força,51,299,09:40:00,Presente,Manhã
673,2024-02-09,30,Feminino,Mensal,Treino de força,22,206,20:29:00,Presente,Noite
674,2024-11-18,55,Outro,Mensal,CrossFit,75,707,16:12:00,Presente,Tarde
675,2024-12-04,38,Outro,Mensal,Cardio,73,485,11:39:00,Ausente,Manhã
676,2024-09-03,58,Feminino,Mensal,HIIT,74,614,06:05:00,Presente,Manhã
677,2024-09-18,29,Feminino,Mensal,HIIT,66,421,14:59:00,Presente,Tarde
678,2024-08-18,30,Masculino,Mensal,CrossFit,109,815,16:43:00,Ausente,Tarde
679,2024-08-14,56,Feminino,Trimestral,HIIT,61,312,22:37:00,Presente,Noite
680,2024-07-30,19,Masculino,Trimestral,Cardio,67,615,18:52:00,Presente,Noite
681,2024-08-19,29,Masculino,Anual,HIIT,49,360,10:38:00,Presente,Manhã
682,2024-10-04,44,Feminino,Trimestral,Treino de força,106,913,21:34:00,Presente,Noite
683,2024-06-02,63,Outro,Trimestral,Cardio,23,189,15:28:00,Presente,Tarde
684,2024-09-16,40,Feminino,Mensal,CrossFit,73,656,08:01:00,Presente,Manhã
685,2024-04-04,41,Outro,Mensal,CrossFit,115,1137,10:05:00,Presente,Manhã
686,2024-07-10,48,Masculino,Mensal,HIIT,54,440,12:16:00,Presente,Tarde
687,2024-02-06,65,Outro,Trimestral,CrossFit,42,344,17:53:00,Ausente,Tarde
688,2024-12-31,25,Outro,Mensal,Treino de força,55,448,15:30:00,Ausente,Tarde
689,2024-07-14,59,Masculino,Anual,Treino de força,89,790,20:38:00,Presente,Noite
690,2024-11-09,44,Outro,Mensal,Cardio,105,797,19:38:00,Ausente,Noite
691,2024-08-29,31,Masculino,Anual,Treino de força,62,477,16:51:00,Presente,Tarde
692,2024-04-19,27,Feminino,Mensal,HIIT,22,110,08:56:00,Presente,Manhã
693,2024-09-12,36,Feminino,Mensal,Cardio,66,389,17:37:00,Presente,Tarde
694,2024-09-19,29,Outro,Mensal,HIIT,112,1010,15:30:00,Ausente,Tarde
695,2024-04-18,63,Feminino,Anual,HIIT,21,136,09:57:00,Ausente,Manhã
696,2024-11-02,34,Outro,Mensal,HIIT,42,366,07:35:00,Ausente,Manhã
697,2024-09-26,42,Feminino,Trimestral,Treino de força,108,954,11:54:00,Presente,Manhã
698,2024-10-13,52,Masculino,Mensal,Yoga,94,842,13:45:00,Presente,Tarde
699,2024-06-18,51,Masculino,Trimestral,Treino de força,64,459,21:43:00,Presente,Noite
700,2024-09-29,24,Outro,Mensal,Cardio,86,524,22:05:00,Ausente,Noite
701,2024-08-06,63,Feminino,Anual,Cardio,77,394,16:52:00,Ausente,Tarde
702,2024-08-05,54,Feminino,Anual,Treino de força,109,1084,19:50:00,Ausente,Noite
703,2024-09-26,41,Feminino,Anual,HIIT,103,984,15:40:00,Presente,Tarde
704,2024-12-02,44,Feminino,Mensal,Yoga,84,624,17:36:00,Presente,Tarde
705,2024-06-11,47,Masculino,Mensal,HIIT,114,920,20:44:00,Presente,Noite
706,2024-09-23,25,Masculino,Mensal,CrossFit,72,380,14:04:00,Presente,Tarde
707,2024-10-18,20,Masculino,Anual,Treino de força,64,562,21:58:00,Presente,Noite
708,2024-09-01,35,Outro,Anual,CrossFit,64,541,09:28:00,Ausente,Manhã
709,2024-03-16,57,Outro,Mensal,Cardio,93,624,10:28:00,Presente,Manhã
710,2024-11-08,58,Outro,Trimestral,Cardio,38,193,10:32:00,Ausente,Manhã
711,2024-05-17,35,Masculino,Anual,CrossFit,114,694,14:00:00,Presente,Tarde
712,2024-01-15,39,Feminino,Trimestral,Cardio,49,302,17:10:00,Ausente,Tarde
713,2024-02-06,35,Masculino,Mensal,Yoga,68,590,21:30:00,Ausente,Noite
714,2024-05-02,61,Masculino,Anual,CrossFit,44,325,17:23:00,Ausente,Tarde
715,2024-12-14,62,Masculino,Anual,Yoga,24,190,11:09:00,Presente,Manhã
716,2024-12-24,54,Masculino,Mensal,CrossFit,88,640,18:56:00,Presente,Noite
717,2024-08-08,39,Feminino,Trimestral,Cardio,39,248,14:56:00,Ausente,Tarde
718,2024-03-23,32,Outro,Anual,CrossFit,117,666,05:07:00,Presente,Manhã
719,2024-01-19,34,Masculino,Trimestral,HIIT,99,967,12:43:00,Presente,Tarde
720,2024-07-26,44,Masculino,Anual,HIIT,51,399,05:31:00,Ausente,Manhã
721,2024-01-29,38,Outro,Trimestral,HIIT,70,604,19:03:00,Ausente,Noite
722,2024-06-17,51,Masculino,Trimestral,Cardio,95,525,17:13:00,Presente,Tarde
723,2024-09-04,64,Feminino,Trimestral,Cardio,54,414,13:36:00,Presente,Tarde
724,2024-09-22,59,Feminino,Trimestral,HIIT,79,620,12:07:00,Ausente,Tarde
725,2024-11-11,47,Outro,Trimestral,HIIT,76,720,19:00:00,Ausente,Noite
726,2024-12-15,65,Feminino,Mensal,Yoga,58,425,16:29:00,Presente,Tarde
727,2024-10-30,21,Outro,Anual,Treino de força,111,1002,07:04:00,Ausente,Manhã
728,2024-05-10,43,Masculino,Anual,Treino de força,58,555,08:55:00,Presente,Manhã
729,2024-04-27,39,Feminino,Mensal,Treino de força,48,433,20:09:00,Presente,Noite
730,2024-04-22,45,Feminino,Mensal,CrossFit,85,543,21:17:00,Ausente,Noite
731,2024-06-03,49,Masculino,Trimestral,Yoga,69,505,11:05:00,Ausente,Manhã
732,2024-04-01,35,Outro,Mensal,Treino de força,89,709,10:54:00,Ausente,Manhã
733,2024-09-14,23,Outro,Anual,HIIT,30,282,10:48:00,Presente,Manhã
734,2024-02-10,42,Masculino,Mensal,Treino de força,58,481,07:16:00,Ausente,Manhã
735,2024-11-06,51,Outro,Mensal,HIIT,102,916,12:35:00,Presente,Tarde
736,2024-02-15,51,Masculino,Trimestral,Cardio,118,901,14:18:00,Ausente,Tarde
737,2024-02-05,36,Feminino,Mensal,HIIT,95,587,07:38:00,Presente,Manhã
738,2024-02-12,23,Masculino,Anual,Yoga,70,350,20:44:00,Ausente,Noite
739,2024-12-24,37,Masculino,Anual,Yoga,22,209,20:29:00,Ausente,Noite
740,2024-03-20,21,Masculino,Trimestral,CrossFit,32,175,09:25:00,Presente,Manhã
741,2024-11-14,30,Feminino,Anual,Cardio,75,436,19:56:00,Ausente,Noite
742,2024-10-16,49,Feminino,Anual,HIIT,43,358,15:57:00,Presente,Tarde
743,2024-03-08,47,Feminino,Trimestral,HIIT,103,723,08:46:00,Presente,Manhã
744,2024-10-06,58,Masculino,Mensal,HIIT,114,887,09:50:00,Presente,Manhã
745,2024-03-05,64,Masculino,Trimestral,CrossFit,24,165,13:21:00,Ausente,Tarde
746,2024-11-10,19,Outro,Anual,HIIT,45,439,20:52:00,Presente,Noite
747,2024-02-08,62,Outro,Trimestral,CrossFit,55,485,07:52:00,Presente,Manhã
748,2024-06-17,57,Outro,Mensal,Cardio,80,481,19:30:00,Ausente,Noite
749,2024-12-13,31,Outro,Anual,Treino de força,48,314,09:06:00,Ausente,Manhã
750,2024-08-12,40,Outro,Anual,Yoga,44,293,22:46:00,Ausente,Noite
751,2024-06-06,53,Masculino,Anual,HIIT,21,109,05:24:00,Presente,Manhã
752,2024-10-03,46,Masculino,Anual,Yoga,71,667,18:06:00,Ausente,Noite
753,2024-10-13,43,Feminino,Mensal,Treino de força,54,439,05:56:00,Presente,Manhã
754,2024-03-05,40,Feminino,Trimestral,Treino de força,32,181,20:28:00,Ausente,Noite
755,2024-05-29,53,Feminino,Mensal,CrossFit,53,480,14:02:00,Ausente,Tarde
756,2024-02-24,23,Feminino,Anual,CrossFit,37,286,07:04:00,Presente,Manhã
757,2024-09-24,47,Feminino,Anual,Treino de força,52,264,06:50:00,Ausente,Manhã
758,2024-02-17,21,Masculino,Anual,Cardio,116,1059,12:14:00,Ausente,Tarde
759,2024-05-10,35,Outro,Anual,HIIT,91,762,15:57:00,Presente,Tarde
760,2024-01-30,45,Masculino,Mensal,Yoga,103,591,18:28:00,Ausente,Noite
761,2024-07-18,43,Masculino,Anual,Yoga,63,447,20:52:00,Ausente,Noite
762,2024-07-29,37,Outro,Anual,Yoga,80,677,18:08:00,Presente,Noite
763,2024-02-10,24,Masculino,Anual,Cardio,44,319,12:45:00,Ausente,Tarde
764,2024-02-15,30,Outro,Mensal,CrossFit,95,774,17:10:00,Ausente,Tarde
765,2024-02-22,46,Masculino,Mensal,Treino de força,38,333,09:27:00,Presente,Manhã
766,2024-07-31,24,Masculino,Anual,Cardio,23,171,10:12:00,Presente,Manhã
767,2024-07-08,31,Outro,Anual,Cardio,105,803,11:48:00,Presente,Manhã
768,2024-10-07,57,Feminino,Mensal,HIIT,72,476,08:01:00,Presente,Manhã
769,2024-06-07,54,Masculino,Mensal,Treino de força,66,348,06:17:00,Ausente,Manhã
770,2024-11-12,65,Feminino,Anual,CrossFit,84,507,08:10:00,Ausente,Manhã
771,2024-02-24,19,Masculino,Trimestral,HIIT,79,694,17:56:00,Ausente,Tarde
772,2024-05-31,49,Feminino,Trimestral,Cardio,92,483,12:13:00,Presente,Tarde
773,2024-10-16,36,Feminino,Anual,Yoga,94,563,07:49:00,Presente,Manhã
774,2024-03-05,60,Masculino,Trimestral,Cardio,52,501,11:57:00,Ausente,Manhã
775,2024-09-03,38,Masculino,Trimestral,Treino de força,69,685,07:46:00,Presente,Manhã
776,2024-11-19,18,Feminino,Anual,Yoga,93,860,21:08:00,Ausente,Noite
777,2024-11-11,26,Masculino,Trimestral,CrossFit,120,1093,12:04:00,Presente,Tarde
778,2024-09-15,24,Outro,Mensal,Yoga,116,693,07:08:00,Presente,Manhã
779,2024-01-06,47,Masculino,Mensal,Treino de força,58,538,09:18:00,Presente,Manhã
780,2024-12-02,43,Masculino,Mensal,Treino de força,87,475,13:42:00,Ausente,Tarde
781,2024-10-28,56,Masculino,Mensal,Treino de força,79,652,09:52:00,Presente,Manhã
782,2024-06-26,64,Feminino,Anual,HIIT,49,256,05:21:00,Presente,Manhã
783,2024-03-26,18,Masculino,Trimestral,Yoga,118,717,10:45:00,Presente,Manhã
784,2024-11-13,31,Outro,Anual,HIIT,25,242,14:15:00,Ausente,Tarde
785,2024-05-31,28,Outro,Anual,Cardio,106,1025,17:41:00,Presente,Tarde
786,2024-08-13,54,Masculino,Mensal,Yoga,22,160,12:44:00,Ausente,Tarde
787,2024-10-05,36,Masculino,Mensal,HIIT,59,340,08:36:00,Ausente,Manhã
788,2024-03-30,55,Feminino,Trimestral,Treino de força,82,703,20:11:00,Presente,Noite
789,2024-01-08,58,Masculino,Trimestral,CrossFit,43,420,08:46:00,Presente,Manhã
790,2024-07-03,64,Feminino,Mensal,Cardio,111,676,08:54:00,Ausente,Manhã
791,2024-01-27,27,Outro,Trimestral,Cardio,60,410,22:17:00,Ausente,Noite
792,2024-10-12,51,Feminino,Trimestral,Treino de força,80,421,15:47:00,Ausente,Tarde
793,2024-02-13,27,Outro,Mensal,Yoga,82,604,05:16:00,Presente,Manhã
794,2024-08-30,47,Feminino,Anual,Cardio,42,268,18:04:00,Ausente,Noite
795,2024-10-29,45,Feminino,Anual,Yoga,21,173,12:46:00,Presente,Tarde
796,2024-10-05,52,Feminino,Mensal,CrossFit,71,640,09:12:00,Presente,Manhã
797,2024-09-05,48,Outro,Mensal,HIIT,49,357,17:30:00,Presente,Tarde
798,2024-10-07,44,Masculino,Anual,HIIT,95,784,19:24:00,Ausente,Noite
799,2024-03-29,39,Feminino,Mensal,Cardio,54,406,11:13:00,Presente,Manhã
800,2024-08-14,62,Outro,Anual,CrossFit,74,386,10:31:00,Presente,Manhã
801,2024-08-10,39,Outro,Anual,Treino de força,83,803,21:21:00,Presente,Noite
802,2024-08-24,51,Feminino,Anual,Cardio,85,703,08:25:00,Ausente,Manhã
803,2024-09-29,53,Feminino,Trimestral,Yoga,44,375,22:19:00,Ausente,Noite
804,2024-09-12,62,Outro,Mensal,CrossFit,106,806,08:36:00,Ausente,Manhã
805,2024-09-20,51,Feminino,Trimestral,Treino de força,54,502,11:58:00,Presente,Manhã
806,2024-11-30,44,Outro,Mensal,Treino de força,44,334,21:25:00,Ausente,Noite
807,2024-04-17,35,Feminino,Anual,Cardio,103,715,14:33:00,Presente,Tarde
808,2024-08-17,38,Outro,Trimestral,Yoga,45,385,22:57:00,Ausente,Noite
809,2024-05-30,22,Feminino,Trimestral,CrossFit,108,1011,08:58:00,Ausente,Manhã
810,2024-01-02,48,Masculino,Mensal,Yoga,28,145,09:12:00,Presente,Manhã
811,2024-12-22,52,Outro,Trimestral,Cardio,61,370,20:47:00,Ausente,Noite
812,2024-11-08,52,Masculino,Anual,Yoga,20,148,21:38:00,Presente,Noite
813,2024-11-09,43,Masculino,Mensal,Cardio,109,722,22:11:00,Presente,Noite
814,2024-11-01,18,Feminino,Anual,HIIT,102,723,07:30:00,Presente,Manhã
815,2024-08-31,20,Masculino,Trimestral,Treino de força,68,376,22:28:00,Ausente,Noite
816,2024-04-19,21,Masculino,Anual,HIIT,86,548,21:20:00,Presente,Noite
817,2024-07-10,21,Masculino,Anual,Yoga,22,145,21:15:00,Ausente,Noite
818,2024-05-06,31,Outro,Mensal,HIIT,91,765,20:05:00,Presente,Noite
819,2024-07-03,61,Masculino,Anual,Cardio,108,679,10:13:00,Ausente,Manhã
820,2024-02-07,38,Feminino,Mensal,Cardio,39,206,06:47:00,Presente,Manhã
821,2024-10-17,45,Feminino,Anual,Cardio,110,612,11:08:00,Ausente,Manhã
822,2024-01-29,36,Masculino,Trimestral,HIIT,33,193,08:40:00,Presente,Manhã
823,2024-06-25,37,Masculino,Trimestral,Cardio,103,847,18:54:00,Presente,Noite
824,2024-04-01,61,Feminino,Trimestral,CrossFit,68,354,10:30:00,Ausente,Manhã
825,2024-10-19,55,Masculino,Mensal,HIIT,40,221,16:20:00,Ausente,Tarde
826,2024-10-21,18,Feminino,Trimestral,HIIT,112,911,20:03:00,Ausente,Noite
827,2024-09-18,37,Outro,Mensal,Yoga,58,485,10:43:00,Presente,Manhã
828,2024-10-23,50,Masculino,Mensal,Treino de força,114,1078,18:22:00,Ausente,Noite
829,2024-11-25,65,Feminino,Anual,CrossFit,39,196,18:54:00,Presente,Noite
830,2024-10-16,18,Feminino,Trimestral,CrossFit,95,637,19:16:00,Presente,Noite
831,2024-03-05,61,Outro,Trimestral,Cardio,103,1003,07:05:00,Presente,Manhã
832,2024-04-28,57,Outro,Anual,Yoga,39,357,15:01:00,Ausente,Tarde
833,2024-01-16,61,Masculino,Anual,CrossFit,110,678,15:30:00,Ausente,Tarde
834,2024-09-27,37,Outro,Trimestral,Cardio,23,173,10:42:00,Presente,Manhã
835,2024-08-29,56,Feminino,Trimestral,Treino de força,76,533,18:49:00,Presente,Noite
836,2024-10-10,64,Feminino,Trimestral,Cardio,44,354,10:45:00,Presente,Manhã
837,2024-03-01,55,Masculino,Trimestral,CrossFit,42,410,10:32:00,Ausente,Manhã
838,2024-04-04,18,Outro,Mensal,Treino de força,72,643,09:40:00,Presente,Manhã
839,2024-09-23,18,Outro,Mensal,CrossFit,100,665,20:49:00,Ausente,Noite
840,2024-02-10,23,Feminino,Mensal,Yoga,62,611,08:12:00,Ausente,Manhã
841,2024-05-10,65,Feminino,Mensal,Treino de força,109,897,07:01:00,Presente,Manhã
842,2024-05-01,60,Feminino,Mensal,Yoga,113,647,08:05:00,Ausente,Manhã
843,2024-08-04,42,Masculino,Trimestral,HIIT,72,673,10:44:00,Ausente,Manhã
844,2024-08-11,29,Masculino,Anual,HIIT,88,600,19:30:00,Presente,Noite
845,2024-09-06,39,Feminino,Mensal,Yoga,65,550,12:32:00,Presente,Tarde
846,2024-11-10,61,Feminino,Anual,CrossFit,25,201,09:31:00,Presente,Manhã
847,2024-03-15,59,Outro,Trimestral,CrossFit,93,908,20:47:00,Presente,Noite
848,2024-10-03,19,Feminino,Trimestral,Cardio,70,684,21:57:00,Presente,Noite
849,2024-02-21,48,Masculino,Anual,CrossFit,80,440,08:22:00,Presente,Manhã
850,2024-04-03,43,Masculino,Anual,Yoga,25,183,14:00:00,Ausente,Tarde
851,2024-04-07,57,Outro,Anual,CrossFit,38,288,12:50:00,Presente,Tarde
852,2024-11-09,23,Feminino,Mensal,Cardio,64,500,12:36:00,Presente,Tarde
853,2024-07-18,46,Feminino,Anual,HIIT,87,626,06:31:00,Presente,Manhã
854,2024-12-20,36,Outro,Trimestral,CrossFit,119,1072,10:18:00,Presente,Manhã
855,2024-12-12,57,Masculino,Anual,Cardio,92,567,14:05:00,Presente,Tarde
856,2024-12-03,52,Masculino,Anual,CrossFit,61,571,11:05:00,Presente,Manhã
857,2024-02-14,28,Masculino,Mensal,CrossFit,27,176,14:41:00,Ausente,Tarde
858,2024-01-12,51,Feminino,Trimestral,HIIT,31,296,13:00:00,Presente,Tarde
859,2024-10-31,48,Feminino,Anual,Cardio,31,207,22:45:00,Ausente,Noite
860,2024-07-01,31,Masculino,Anual,Treino de força,101,612,08:31:00,Ausente,Manhã
861,2024-02-10,23,Feminino,Anual,Yoga,23,211,12:54:00,Presente,Tarde
862,2024-08-25,54,Masculino,Anual,Cardio,111,603,05:58:00,Presente,Manhã
863,2024-06-12,31,Masculino,Anual,CrossFit,72,400,19:04:00,Ausente,Noite
864,2024-05-07,52,Feminino,Trimestral,CrossFit,24,175,20:04:00,Ausente,Noite
865,2024-07-23,54,Outro,Mensal,HIIT,106,915,13:06:00,Ausente,Tarde
866,2024-03-14,34,Masculino,Mensal,Cardio,50,485,09:06:00,Presente,Manhã
867,2024-11-11,26,Masculino,Mensal,HIIT,95,576,18:11:00,Presente,Noite
868,2024-06-17,39,Masculino,Anual,Cardio,104,807,06:13:00,Presente,Manhã
869,2024-10-24,48,Feminino,Trimestral,HIIT,116,1018,11:04:00,Ausente,Manhã
870,2024-01-02,45,Masculino,Anual,CrossFit,23,206,22:25:00,Ausente,Noite
871,2024-02-18,26,Masculino,Mensal,Treino de força,42,235,20:49:00,Ausente,Noite
872,2024-12-06,39,Outro,Anual,Yoga,36,325,17:31:00,Ausente,Tarde
873,2024-02-06,42,Outro,Anual,CrossFit,77,607,10:47:00,Ausente,Manhã
874,2024-07-01,41,Outro,Trimestral,Yoga,93,471,10:51:00,Presente,Manhã
875,2024-03-07,49,Masculino,Anual,Cardio,44,221,12:49:00,Presente,Tarde
876,2024-07-01,18,Feminino,Trimestral,Treino de força,98,898,17:05:00,Presente,Tarde
877,2024-09-03,34,Masculino,Trimestral,Yoga,40,236,19:43:00,Presente,Noite
878,2024-06-08,59,Masculino,Anual,Cardio,89,577,16:09:00,Presente,Tarde
879,2024-08-01,29,Feminino,Trimestral,Treino de força,110,723,10:17:00,Presente,Manhã
880,2024-06-20,27,Feminino,Trimestral,Treino de força,81,602,06:46:00,Ausente,Manhã
881,2024-05-13,36,Masculino,Mensal,CrossFit,63,514,12:21:00,Ausente,Tarde
882,2024-07-21,27,Masculino,Mensal,Treino de força,57,359,20:18:00,Ausente,Noite
883,2024-09-14,30,Feminino,Anual,Treino de força,96,807,10:45:00,Ausente,Manhã
884,2024-10-29,62,Outro,Trimestral,CrossFit,109,807,09:40:00,Presente,Manhã
885,2024-09-16,32,Masculino,Mensal,CrossFit,108,619,12:23:00,Ausente,Tarde
886,2024-11-06,22,Feminino,Mensal,CrossFit,101,909,05:00:00,Ausente,Manhã
887,2024-03-06,43,Masculino,Trimestral,CrossFit,37,295,14:29:00,Presente,Tarde
888,2024-12-02,40,Masculino,Trimestral,HIIT,42,318,20:47:00,Ausente,Noite
889,2024-08-06,38,Outro,Anual,Treino de força,84,609,17:54:00,Presente,Tarde
890,2024-03-08,27,Outro,Anual,Treino de força,59,443,20:52:00,Ausente,Noite
891,2024-10-10,37,Outro,Trimestral,Treino de força,105,611,06:24:00,Presente,Manhã
892,2024-12-30,62,Masculino,Anual,HIIT,26,189,15:05:00,Presente,Tarde
893,2024-09-03,40,Outro,Mensal,Yoga,31,232,10:08:00,Ausente,Manhã
894,2024-02-21,43,Feminino,Mensal,Yoga,86,562,10:33:00,Presente,Manhã
895,2024-03-03,20,Masculino,Mensal,Treino de força,73,578,20:11:00,Ausente,Noite
896,2024-11-04,21,Outro,Trimestral,HIIT,22,163,20:52:00,Ausente,Noite
897,2024-06-11,19,Feminino,Trimestral,Yoga,54,369,05:27:00,Presente,Manhã
898,2024-10-24,49,Feminino,Mensal,CrossFit,82,753,16:36:00,Ausente,Tarde
899,2024-06-11,31,Outro,Trimestral,Treino de força,34,222,14:41:00,Presente,Tarde
900,2024-03-27,32,Feminino,Trimestral,Cardio,20,104,11:15:00,Ausente,Manhã
901,2024-11-18,50,Feminino,Mensal,HIIT,30,239,06:34:00,Ausente,Manhã
902,2024-09-01,57,Outro,Mensal,HIIT,100,805,07:16:00,Ausente,Manhã
903,2024-02-16,58,Masculino,Mensal,CrossFit,20,109,12:38:00,Presente,Tarde
904,2024-01-24,27,Feminino,Trimestral,Cardio,111,1004,16:31:00,Ausente,Tarde
905,2024-05-13,21,Outro,Mensal,Cardio,112,706,21:07:00,Presente,Noite
906,2024-11-02,42,Masculino,Trimestral,Treino de força,76,534,10:44:00,Presente,Manhã
907,2024-11-12,33,Outro,Mensal,HIIT,60,354,22:32:00,Presente,Noite
908,2024-04-15,56,Outro,Trimestral,CrossFit,26,199,17:29:00,Presente,Tarde
909,2024-11-19,48,Outro,Anual,Treino de força,25,202,14:13:00,Ausente,Tarde
910,2024-12-09,21,Outro,Mensal,Cardio,69,674,17:45:00,Ausente,Tarde
911,2024-05-06,53,Feminino,Mensal,Cardio,57,386,22:16:00,Presente,Noite
912,2024-02-01,46,Feminino,Anual,Cardio,28,144,14:47:00,Ausente,Tarde
913,2024-10-01,52,Outro,Anual,CrossFit,33,297,08:17:00,Ausente,Manhã
914,2024-07-30,52,Masculino,Mensal,Yoga,45,252,13:21:00,Presente,Tarde
915,2024-07-05,47,Feminino,Anual,Treino de força,40,310,15:40:00,Ausente,Tarde
916,2024-06-14,51,Outro,Trimestral,CrossFit,74,631,10:42:00,Ausente,Manhã
917,2024-04-26,40,Masculino,Mensal,CrossFit,93,650,12:13:00,Presente,Tarde
918,2024-09-15,36,Masculino,Mensal,Cardio,63,429,19:27:00,Presente,Noite
919,2024-07-25,65,Feminino,Anual,Treino de força,109,692,22:36:00,Ausente,Noite
920,2024-07-07,31,Outro,Anual,CrossFit,109,889,19:07:00,Presente,Noite
921,2024-08-05,24,Masculino,Anual,Treino de força,74,431,22:33:00,Ausente,Noite
